prompt,raw_data
"dragon fire vs blue armor knight shield, close up, anime, green car hatchback, desert landscape, greg manchess, akehiko inoue and ross tran, Pyromallis Nekro Rene Margitte","{""image_uri"": ""PENDING"", ""modifiers"": [""dragon fire vs blue armor knight shield"", ""close"", ""anime"", ""green car hatchback"", ""desert landscape"", ""greg manchess"", ""akehiko inoue"", ""ross tran"", ""pyromallis nekro rene margitte""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 4081677012, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 9.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626539460800604/1007084732229615697/dragon_fire_vs_blue_armor_knight_shield_close_up_anime_green_car_hatchback_desert_landscape_greg_manchess_akehiko_inoue_and_ross_tran_-C_9.0_-n_9_-i_-s_150_-S_4081677012_ts-1660178110_idx-3.png"", ""timestamp"": 1660178110, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
the batmobile caught in the flow of time. octane render. 8 k. dark. atmospheric. cinematic. spectacular. sense of awe. debris. mist. strong winds. super slowmotion. matte painting painted by sparth and craig mullins,"{""image_uri"": ""PENDING"", ""modifiers"": [""batmobile caught"", ""flow"", ""time octane render 8 k dark atmospheric cinematic spectacular sense"", ""awe debris mist strong winds super slowmotion matte painting painted"", ""sparth"", ""craig mullins""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2884792813, ""width"": 768, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005628033945837620/1008662360468234340/the_batmobile_caught_in_the_flow_of_time._octane_render._8_k._dark._atmospheric._cinematic._spectacular._sense_of_awe._debris._mist._strong_winds._-W_768_-n_9_-i_-S_2884792813_ts-1660554246_idx-2.png"", ""timestamp"": 1660554246, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"full samurai armor spiderman , muscle extremely detailed, fantastic details full face, mouth, trending on artstation, pixiv, cgsociety, hyperdetailed Unreal Engine 4k 8k ultra HD, WLOP","{""image_uri"": ""PENDING"", ""modifiers"": [""samurai armor spiderman"", ""muscle extremely detailed"", ""fantastic details"", ""face"", ""mouth"", ""trending"", ""artstation"", ""pixiv"", ""cgsociety"", ""hyperdetailed unreal engine 4k 8k ultra hd"", ""wlop""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3327070039, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005543895024812062/1006554136885612644/full_samurai_armor_spiderman__muscle_extremely_detailed_fantastic_details_full_face_mouth_trending_on_artstation_pixiv_cgsociety_hyperdetailed_Unr_-n_9_-i_-S_3327070039_ts-1660051606_idx-4.png"", ""timestamp"": 1660051606, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
epic stranger things poster,"{""image_uri"": ""PENDING"", ""modifiers"": [""epic stranger things poster""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 759128099, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005625691146047548/1005689536984137878/epic_stranger_things_poster_-H_704_-n_6_-i_-S_759128099_ts-1659845453_idx-3.png"", ""timestamp"": 1659845453, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"portrait of a beautiful woman wearing a sari dress, holding a bouquet of flowing flowers, drenched body, wet dripping hair, emerging from the water, fantasy, regal, fractal crystal, fractal gems, by stanley artgerm lau, greg rutkowski, thomas kindkade, alphonse mucha, loish, norman rockwell","{""image_uri"": ""PENDING"", ""modifiers"": [""portrait"", ""beautiful woman wearing"", ""sari dress"", ""holding"", ""bouquet"", ""flowing flowers"", ""drenched body"", ""wet dripping hair"", ""emerging"", ""water"", ""fantasy"", ""regal"", ""fractal crystal"", ""fractal gems"", ""stanley artgerm lau"", ""greg rutkowski"", ""thomas kindkade"", ""alphonse mucha"", ""loish"", ""norman rockwell""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 316511933, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 9.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597339609743362/1007904875155292231/portrait_of_a_beautiful_woman_wearing_a_sari_dress_holding_a_bouquet_of_flowing_flowers_drenched_body_wet_dripping_hair_emerging_f_-H_768_-C_9.0_-n_9_-i_-s_150_-S_316511933_ts-1660373647_idx-4.png"", ""timestamp"": 1660373647, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"screenshot of a smiling shirtless muscular senator matusz morawiecki wearing glasses from the game metal gear rising : revengeance ( 2 0 1 3 ), 4 k, high quality","{""image_uri"": ""PENDING"", ""modifiers"": [""screenshot"", ""smiling shirtless muscular senator matusz morawiecki wearing glasses"", ""game metal gear rising revengeance 2 0 1 3"", ""4 k"", ""high quality""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2055449540, ""width"": 704, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 10.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005628033945837620/1007261493735207023/screenshot_of_a_smiling_shirtless_muscular_senator_matusz_morawiecki_wearing_glasses_from_the_game_metal_gear_rising__revengeance__2_0_1_-W_704_-C_10.0_-n_6_-i_-S_2055449540_ts-1660220253_idx-3.png"", ""timestamp"": 1660220253, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"a multiracial greek god following a watchful light through the streets of a city, sparse detail, by george luks, joan miro and moebius","{""image_uri"": ""PENDING"", ""modifiers"": [""multiracial greek god following"", ""watchful light"", ""streets"", ""city"", ""sparse detail"", ""george luks"", ""joan miro"", ""moebius""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2923423155, ""width"": 1088, ""height"": 832, ""content"": """", ""is_grid"": 0, ""num_step"": 120, ""cfg_scale"": 10.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626976016531567/1007915310017425518/a_multiracial_greek_god_following_a_watchful_light_through_the_streets_of_a_city_sparse_detail_by_george_luks_joan_miro_a_-H_832_-W_1088_-C_10.0_-n_9_-i_-s_120_-S_2923423155_ts-1660376134_idx-8.png"", ""timestamp"": 1660376134, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
sphinx head in central park new york drone footage shot on arri alexa flat light high detail blue sky s - log ,"{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/5fd0346f-d4f1-49aa-b820-ac4e6c893aeb.png"", ""modifiers"": [""sphinx head"", ""central park new york drone footage shot"", ""arri alexa flat light high detail blue sky s log""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/5fd0346f-d4f1-49aa-b820-ac4e6c893aeb_thumbnail.webp"", ""raw_discord_data"": {""width"": 512, ""height"": 512, ""content"": ""Dreamt in `9.39s` for <@789078536240758794>'s `!dream \""sphinx head in central park new york drone footage shot on arri alexa flat light high detail blue sky s - log \"" -C 20.0 -n 4 -i -s 100 -S 523269888` The seeds for each individual image are: [523269888, 4035269096, 1947773271, 61336332]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627160410722305/1007204556133900359/sphinx_head_in_central_park_new_york_drone_footage_shot_on_arri_alexa_flat_light_high_detail_blue_sky_s_-_log_-C_20.0_-n_4_-i_-s_100_-S_523269888_ts-1660206678_idx-0.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005627160410722305/1007204556133900359/sphinx_head_in_central_park_new_york_drone_footage_shot_on_arri_alexa_flat_light_high_detail_blue_sky_s_-_log_-C_20.0_-n_4_-i_-s_100_-S_523269888_ts-1660206678_idx-0.png""}}"
"sci-fi brutalism airport wall structure motherboard on the coronation of napoleon painting and digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in style of nanospace Michael Menzelincev, in style of Lee SOUDER, colors in style of the Blade Runner 2049, in plastic, dark, tilt shift,","{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/3c9fce60-66f4-40d6-a4ff-6ea008b2112d.png"", ""modifiers"": [""sci fi brutalism airport wall structure motherboard"", ""coronation"", ""napoleon painting"", ""digital billboard"", ""middle"", ""unreal engine 5"", ""keyshot"", ""octane"", ""artstation trending"", ""ultra high detail"", ""ultra realistic"", ""cinematic"", ""8k"", ""16k"", ""style"", ""zaha hadid"", ""style"", ""nanospace michael menzelincev"", ""style"", ""lee souder"", ""colors"", ""style"", ""blade runner 2049"", ""plastic"", ""dark"", ""tilt shift""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/3c9fce60-66f4-40d6-a4ff-6ea008b2112d_thumbnail.webp"", ""raw_discord_data"": {""width"": 512, ""height"": 512, ""content"": ""Dreamt in `12.21s` for `!dream \""sci-fi brutalism airport wall structure motherboard on the coronation of napoleon painting and digital billboard in the middle, unreal engine 5, keyshot, octane, artstation trending, ultra high detail, ultra realistic, cinematic, 8k, 16k, in style of zaha hadid, in style of nanospace Michael Menzelincev, in style of Lee SOUDER, colors in style of the Blade Runner 2049, in plastic, dark, tilt shift,\"" -n 9 -i -s 12 -S 3300534321` The seeds for each individual image are: [3300534321, 1610079103, 4176212991, 2712193023, 4004616703, 3207805439, 1133048319, 1908520959, 2639794431]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627368985067550/1005760809521119302/sci-fi_brutalism_airport_wall_structure_motherboard_on_the_coronation_of_napoleon_painting_and_digital_billboard_in_the_middle_unreal_engine_5_key_-n_9_-i_-s_12_-S_3300534321_ts-1659862462_idx-6.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005627368985067550/1005760809521119302/sci-fi_brutalism_airport_wall_structure_motherboard_on_the_coronation_of_napoleon_painting_and_digital_billboard_in_the_middle_unreal_engine_5_key_-n_9_-i_-s_12_-S_3300534321_ts-1659862462_idx-6.png""}}"
"photo of homeless people, on the Moon, long shadows, in a Russian cyberpunk city called Neo Norilsk, pitch black sky with stunning bright stars, bright sun, high contrast, diverse outfits, lively, freaky, black sky full of stars, LEDs, holograms, blinding bright sun, sci-fi, cyberpunk outfits, photorealistic, grainy, 35mm, intricate, very very beautiful, elegant, smooth, cinematic, Unreal Engine 5, by Beeple","{""image_uri"": ""PENDING"", ""modifiers"": [""photo"", ""homeless people"", ""moon"", ""long shadows"", ""russian cyberpunk city called neo norilsk"", ""pitch black sky"", ""stunning bright stars"", ""bright sun"", ""high contrast"", ""diverse outfits"", ""lively"", ""freaky"", ""black sky"", ""stars"", ""leds"", ""holograms"", ""blinding bright sun"", ""sci fi"", ""cyberpunk outfits"", ""photorealistic"", ""grainy"", ""35 mm"", ""intricate"", ""beautiful"", ""elegant"", ""smooth"", ""cinematic"", ""unreal engine 5"", ""beeple""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2747133548, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 13.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626075667247205/1006173193612046356/photo_of_homeless_people_on_the_Moon_long_shadows_in_a_Russian_cyberpunk_city_called_Neo_Norilsk_pitch_black_sky_with_stunning_bright_s_-C_13.0_-n_9_-i_-s_150_-S_2747133548_ts-1659960781_idx-8.png"", ""timestamp"": 1659960781, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
high quality photo of a big gorilla working at a fast food restaurant,"{""image_uri"": ""PENDING"", ""modifiers"": [""high quality photo"", ""big gorilla working"", ""fast food restaurant""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3547804572, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627987435192381/1008291438213202040/high_quality_photo_of_a_big_gorilla_working_at_a_fast_food_restaurant_-n_9_-i_-S_3547804572_ts-1660465811_idx-5.png"", ""timestamp"": 1660465811, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"ultradetailed sci-fi character portrait of a beautiful symmetric Medusa radiating a majestic glowing aura, ornate cyberpunk robes, intricate digital painting, artstation, concept art, smooth, sharp focus, illustration, deep vibrant colors, 3d rim light, hyperrealistic, photorealistic, Kodakchrome","{""image_uri"": ""PENDING"", ""modifiers"": [""ultradetailed sci fi character portrait"", ""beautiful symmetric medusa radiating"", ""majestic glowing aura"", ""ornate cyberpunk robes"", ""intricate digital painting"", ""artstation"", ""concept art"", ""smooth"", ""sharp focus"", ""illustration"", ""deep vibrant colors"", ""3d rim light"", ""hyperrealistic"", ""photorealistic"", ""kodakchrome""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1964734284, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 3.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627952261775390/1006812532125749258/ultradetailed_sci-fi_character_portrait_of_a_beautiful_symmetric_Medusa_radiating_a_majestic_glowing_aura_ornate_cyberpunk_robes_in_-H_704_-C_3.0_-n_9_-i_-s_150_-S_1964734284_ts-1660113212_idx-7.png"", ""timestamp"": 1660113212, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"Die antwoord, digital art, trending on artstation","{""image_uri"": ""PENDING"", ""modifiers"": [""die antwoord"", ""digital art"", ""trending"", ""artstation""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 574884167, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 100, ""cfg_scale"": 12.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627746363396236/1007003743289610271/Die_antwoord_digital_art_trending_on_artstation_-C_12.0_-n_9_-i_-s_100_-S_574884167_ts-1660158792_idx-1.png"", ""timestamp"": 1660158792, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"screenshot of multiple grey Jedi statues by Zdzisław Beksiński, from 1970s star wars film thriller directed by Stanley Kubrick, iconic scene, 4k UHD still frame, windy hair, cinematic lighting, stunning cinematography, hyper detailed scene, anamorphic lenses, kodak color film stock","{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/00f5e732-d166-4d79-9b5d-46c4c06b2ae3.png"", ""modifiers"": [""screenshot"", ""multiple grey jedi statues"", ""zdzisław beksiński"", ""1970s star wars film thriller directed"", ""stanley kubrick"", ""iconic scene"", ""4k uhd"", ""frame"", ""windy hair"", ""cinematic lighting"", ""stunning cinematography"", ""hyper detailed scene"", ""anamorphic lenses"", ""kodak color film stock""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/00f5e732-d166-4d79-9b5d-46c4c06b2ae3_thumbnail.webp"", ""raw_discord_data"": {""width"": 832, ""height"": 512, ""content"": ""Dreamt in `11.77s` for <@996876806718226542>'s `!dream \""screenshot of multiple grey Jedi statues by Zdzisław Beksiński, from 1970s star wars film thriller directed by Stanley Kubrick, iconic scene, 4k UHD still frame, windy hair, cinematic lighting, stunning cinematography, hyper detailed scene, anamorphic lenses, kodak color film stock\"" -W 832 -n 9 -i -S 3726193711` The seeds for each individual image are: [658637115, 3726193711, 220357390, 3769384742, 3339403502, 1405487541, 4252628516, 2758902354, 3207691143]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627160410722305/1007046830695125063/screenshot_of_multiple_grey_Jedi_statues_by_Zdzisaw_Beksinski_from_1970s_star_wars_film_thriller_directed_by_Stanley_Kubrick_iconic_scene_4k_UH_-W_832_-n_9_-i_-S_3726193711_ts-1660169073_idx-8.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005627160410722305/1007046830695125063/screenshot_of_multiple_grey_Jedi_statues_by_Zdzisaw_Beksinski_from_1970s_star_wars_film_thriller_directed_by_Stanley_Kubrick_iconic_scene_4k_UH_-W_832_-n_9_-i_-S_3726193711_ts-1660169073_idx-8.png""}}"
"Giant fanged limb monster walks in the road. Drops of blood, meat, guts, mouths, many eyes on head, horns. Dark colors, high detail, hyperrealism, horror art, intricate details, masterpiece, biopunk, body-horror, art by Greg Broadmore, Esao Andrews, Beksinski, Giger","{""image_uri"": ""PENDING"", ""modifiers"": [""giant fanged limb monster walks"", ""road drops"", ""blood"", ""meat"", ""guts"", ""mouths"", ""eyes"", ""head"", ""horns dark colors"", ""high detail"", ""hyperrealism"", ""horror art"", ""intricate details"", ""masterpiece"", ""biopunk"", ""body horror"", ""art"", ""greg broadmore"", ""esao andrews"", ""beksinski"", ""giger""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1879314682, ""width"": 1152, ""height"": 832, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 13.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626539460800604/1006094860362731550/Giant_fanged_limb_monster_walks_in_the_road._Drops_of_blood_meat_guts_mouths_many_eyes_on_head_horns._Dark_colors_high_detail_-H_832_-W_1152_-C_13.0_-n_5_-i_-S_1879314682_ts-1659942105_idx-3.png"", ""timestamp"": 1659942105, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 5}}"
"short kid wearing a supreme shirt, detailed, studio","{""image_uri"": ""PENDING"", ""modifiers"": [""short kid wearing"", ""supreme shirt"", ""detailed"", ""studio""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1132512611, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005596318267363488/1007352260218605608/short_kid_wearing_a_supreme_shirt_detailed_studio_-n_9_-i_-s_150_-S_1132512611_ts-1660241893_idx-3.png"", ""timestamp"": 1660241893, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"fashion portrait, most beautiful girl in the world, glowing cybernetic augments, hyperrealism, year 2447, cdx","{""image_uri"": ""PENDING"", ""modifiers"": [""fashion portrait"", ""beautiful girl"", ""world"", ""glowing cybernetic augments"", ""hyperrealism"", ""year 2447"", ""cdx""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2261566010, ""width"": 512, ""height"": 640, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627817758838784/1006476707588493312/fashion_portrait_most_beautiful_girl_in_the_world_glowing_cybernetic_augments_hyperrealism_year_2447_cdx_-H_640_-n_9_-i_-S_2261566010_ts-1660033145_idx-2.png"", ""timestamp"": 1660033145, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"realistic detailed face portrait of a beautiful young geisha with poppies in her elaborate hair by alphonse mucha, ayami kojima, amano, greg hildebrandt, and mark brooks, art nouveau, neo - gothic, gothic","{""image_uri"": ""PENDING"", ""modifiers"": [""realistic detailed face portrait"", ""beautiful young geisha"", ""poppies"", ""elaborate hair"", ""alphonse mucha"", ""ayami kojima"", ""amano"", ""greg hildebrandt"", ""mark brooks"", ""art nouveau"", ""neo gothic"", ""gothic""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1052315473, ""width"": 832, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 15.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626075667247205/1007567648135073833/realistic_detailed_face_portrait_of_a_beautiful_young_geisha_with_poppies_in_her_elaborate_hair_by_alphonse_mucha_ayami_koji_-H_768_-W_832_-C_15.0_-n_9_-i_-s_150_-S_1052315473_ts-1660293246_idx-2.png"", ""timestamp"": 1660293246, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
